text;label
Correspondente Médico: Covid-19 causa grave lesão renal em até 40% dos pacientes;Saúde
Correspondente Médico: Covid-19 é mais agressiva em pacientes transplantados?;Saúde
Correspondente Médico: Decisão da ONU sobre cannabis pode ajudar em tratamentos?;Saúde
Correspondente Médico: Distância entre olhos e a tela deve ser de 50 centímetros;Saúde
Correspondente Médico: É falso que beber água ajuda no combate ao coronavírus;Saúde
Correspondente Médico: entenda os riscos do tratamento de um aneurisma;Saúde
Correspondente Médico: Estudo de combinação de vacinas busca uma eficácia maior;Saúde
Correspondente Médico: EUA avaliam medicamento contra o Alzheimer;Saúde
Correspondente Médico: Existe risco em medir a temperatura pela testa?;Saúde
"Correspondente Médico: Lapsos de memória e irritabilidade; entenda o ‘burnout’";Saúde
Correspondente Médico: O que é e quais são as causas da hepatite C?;Saúde
Correspondente Médico: O que é fator K e qual é a relação com a Covid-19?;Saúde
Correspondente Médico: O que é o transtorno de bipolaridade e qual o tratamento?;Saúde
Correspondente Médico: O que é síndrome de burnout e quais os sintomas? ;Saúde
Correspondente Médico: Perseguição na internet é crime e pode apontar obsessão;Saúde
Correspondente Médico: Poeira pode provocar resposta inflamatória aguda;Saúde
Correspondente Médico: Por que uma mãe vacinada pode passar anticorpos ao bebê;Saúde
Correspondente Médico: Quais as consequências físicas da ansiedade?;Saúde
Correspondente Médico: Quais os efeitos da fome na saúde e no comportamento?;Saúde
Correspondente Médico: Quais os efeitos da música no cérebro? ;Saúde
Correspondente Médico: Quais os traumas causados por abusos sexuais?;Saúde
Correspondente Médico: Qual a importância da luz solar para a saúde mental?;Saúde
Correspondente Médico: Qual a relação entre a falta de vitamina D e a Covid-19?;Saúde
Correspondente Médico: Qual a relação entre trombose venosa cerebral e Covid-19?;Saúde
Correspondente Médico: Qual o impacto dos exercícios físicos na saúde mental?;Saúde
Correspondente Médico: Qual o papel da mente no desempenho dos atletas?;Saúde
Correspondente Médico: Saiba como identificar sintomas da trombose;Saúde
Correspondente Médico: Usar máscara pode gerar imunidade contra a Covid-19?;Saúde
Correspondente Médico: vacinas não serão impactadas por mutação do coronavírus;Saúde
Correspondente Médico: Versamune e Covaxin buscam voluntários para testes;Saúde
Correspondente Médico: Videogame pode ajudar no bem-estar das pessoas?;Saúde
Corrida traz benefícios para o corpo e a mente. Saiba quais;Saúde
Covid assintomática? Estudo diz que você pode ser mutante. Entenda;Saúde
Covid-19 pode afetar quem fez cirurgia bariátrica?;Saúde
Covid hepatite aguda e varíola: especialistas avaliam se vivemos período com mais doenças;Saúde
Covid: Anvisa autoriza ampliação de validade das vacinas da Pfizer;Saúde
Covid: saiba importância de manter vacinação em dia;Saúde
Crescimento de casos de malária acende alerta em São Paulo;Saúde
Crianças de até 12 anos não devem beber café aponta associação médica;Saúde
Cuidados básicos ajudam a prevenir dengue Zika e chikungunya;Saúde
Cutucar o nariz pode aumentar as chances de ter Covid diz pesquisa;Saúde
Dá para reverter? Médico revela 15 curiosidades sobre o cabelo branco;Saúde
DASH: Médico ensina como fazer a dieta que evita hipertensão;Saúde
De salame a refrigerante: veja como ultraprocessados detonam sua saúde;Saúde
Depressão pós-aposentadoria: como preservar saúde mental na nova fase;Saúde
Depressão: como sua saúde mental pode estar relacionada às suas fezes;Saúde
Dermatite atópica: 72% dos pacientes têm saúde emocional comprometida;Saúde
Dermatologistas recomendam 21 superalimentos para a saúde da pele;Saúde
Descubra 4 passos para diminuir a chance de desenvolver Parkinson;Saúde
Descubra como a sua saúde mental impacta no processo de emagrecimento;Saúde
Descubra os piores sabores de pizza para a saúde e o emagrecimento;Saúde
Descubra um chá que controla a glicemia e é aliado do emagrecimento;Saúde
Descubra uma iguaria junina que controla a pressão e ajuda a emagrecer;Saúde
Desvalorizar o lazer faz mal à saúde mental afirmam pesquisadores;Saúde
